Text,Weight,Word_Density,Noun_Count,Verb_Count,Adj_Count,Adv_Count,Pron_Count,Polarity
roast pecorino chees honey walnut flavor abruzzo itali hiddenitalytour,0.0,7.0,6,2,1,0,0,0.0
rt make sharia supremac bar immigr give oath come https,0.0,5.0,7,2,1,0,0,0.0
furi eu gift bn boost french economi franc brexit,0.30151134457776363,4.9,8,0,1,0,0,-0.25
eu agenda behind migrat partnership framework ttp tinyurl com hvuxer refuge,0.2581988897471611,6.25,10,0,0,0,0,0.0
rt resettl found refuge unhcr mandat,0.2886751345948129,5.142857142857143,3,1,2,0,0,0.0
refuge news zambia lost charg rwandes refuge,1.079669127533634,5.5,3,2,2,0,0,-0.5267
ask republican candid stand assimil law alreadi book pjnet,0.0,5.8,5,1,3,0,0,0.0
rt riomaggior cinqu terr itali painter canva art joan carrol canvasprint itali,0.0,6.0,10,1,1,0,0,0.0
rt refuge children write msgs hope onkit donatedbi unhcr worldrefugeeday duhok watchthemfli https,0.6767766952966369,6.928571428571429,8,2,2,0,0,0.4404
rt anti imperialist battl aleppo franc germani uk turkey isi ksa us russia,0.2581988897471611,5.285714285714286,7,3,2,0,1,-0.5994
rt refuge rush franc refuge tri storm border ventimiglia itali franc,0.0,5.666666666666667,11,0,0,0,0,0.0
rt englishmen defend girl brother muslim migrant attack manchest uk piccadilli,0.5773502691896258,6.5,8,1,2,0,0,-0.5719
rt refuge rush franc refuge tri storm border ventimiglia itali franc,0.0,5.666666666666667,11,0,0,0,0,0.0
rt englishmen defend girl brother muslim migrant attack manchest uk piccadilli,0.5773502691896258,6.5,8,1,2,0,0,-0.5719
refuge news syrian refuge march besid justin trudeau canadian pride parad,1.368730435251114,6.083333333333333,8,0,3,0,0,0.34
palesrin syria franc turkey bangladesh iraq medina mani stop prayfortheworld,0.2581988897471611,6.909090909090909,9,0,1,0,0,-0.29600000000000004
anti imperialist red armi faction franc vietnam palestin communism germani fascism ukrain uk us,0.0,6.333333333333333,9,1,3,0,1,-0.3182
rt juli franc turkey agre place syria provinc alexandretta hatay joint turkish french mili,0.24253562503633294,6.0,10,0,4,0,0,0.3612
wwii gunner find sudden knight franc,0.0,5.142857142857143,4,1,1,0,0,0.0
rt refuge news gay syrian refuge march pride trudeau,1.4203986997523956,5.2,8,0,1,0,0,0.34
studi major eu citizen fear muslim migrat,0.3535533905932737,5.125,6,0,1,0,0,-0.4939
studi major eu citizen fear muslim migrat,0.3535533905932737,5.125,6,0,1,0,0,-0.4939
busi immigr matter ny nj immigr reform eye gang reviv po,0.0,4.666666666666667,8,0,2,1,0,-0.5423
ewi immigr harsh consequ entrywithoutinspect ny,0.0,6.714285714285714,5,0,1,0,0,-0.4404
rt hungari hold referendum refuge protect refugeecrisi,1.235702260395516,6.75,6,1,0,0,0,0.0
rt politico immigr reform eye gang reviv,0.0,5.0,7,0,0,0,0,0.0
usa immigr guid us ny nj nyc newyork newjersey immigr atlant premier ottawa announc pilo,0.0,5.5,9,1,4,0,1,0.0
refuge news summer break refuge schoolchildren,1.079669127533634,6.571428571428571,6,0,0,0,0,-0.29600000000000004
american immigr short introduct usa us ny nyc nj newyork newjersey beruff hit rubio,0.0,5.533333333333333,6,1,6,0,1,0.0
rt suspect istanbul attack mastermind refuge migrantcrisi,0.9571067811865476,7.125,6,0,1,0,0,-0.6124
rt suspect istanbul attack mastermind refuge migrantcrisi,0.9571067811865476,7.125,6,0,1,0,0,-0.6124
rt mfn ship foot serpent franc maker burningm,0.0,5.0,6,0,2,0,0,0.0
rt dprint help refuge crisi via,0.6035533905932737,4.428571428571429,4,1,0,0,0,-0.34
refuge news rutland citi vote refuge resettl,0.9855985596534887,5.5,6,0,1,0,0,0.0
theresamay bother control immigr,0.0,6.4,2,0,0,0,1,0.2411
job jobsearch migrant crisi get wors politician dither thousand flood europ,0.8320502943378437,6.25,7,2,0,2,0,-0.802
famili base immigrationlawy immigr ny nj newyork newjersey obama pard,0.0,6.2727272727272725,5,0,4,1,0,0.0
rt luv bloke senior posit continu destroy liber support immigr health ht,0.0,5.538461538461538,9,2,1,0,0,-0.2023
